ResponseID,ResponseSet,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score-sum,Score-weightedAvg,Score-weightedStdDev,Condition,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,State Born?,Grow Up?,years in home state,Q15,Q111,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121,Q122,Q123,Q194,Q195,Q196,Q197,Q198,Q199,Q200,Q201,Q202,Q203,Q204,Q205,Q206,Q207,Q208,Q209,Critical Question_2,RandStateIns,Random State_2(102),Random State_2(103),Random State_2(104),Random State_2(105),Random State_2(106),Random State_2(107),Random State_2(108),Random State_2(109),Random State_2(110),Random State_2(111),Random State_2(112),Random State_2(113),Random State_2(114),Random State_2(115),Random State_2(116),Random State_2(117),Random State_2(118),Random State_2(119),Random State_2(120),Random State_2(121),Random State_2(122),Random State_2(123),Random State_2(124),Random State_2(125),Random State_2(126),Random State_2(127),Random State_2(128),Random State_2(129),Random State_2(130),Random State_2(131),Random State_2(132),Random State_2(133),Random State_2(134),Random State_2(135),Random State_2(136),Random State_2(137),Random State_2(138),Random State_2(139),Random State_2(140),Random State_2(141),Random State_2(142),Random State_2(143),Random State_2(144),Random State_2(145),Random State_2(146),Random State_2(147),Random State_2(148),Random State_2(149),Random State_2(150),Random State_2(151),Q214,Q215,Q216,Q141_1,Q141_2,Q141_3,Q217,Q218,100% Question_1,100% Question_2,100% Question_3,100% Question_4,100% Question_5,Q157,Q83,Q124_1,Q124_2,Q124_3,Q124_4,Q124_5,Q124_6,Q124_7,Q124_8,Q124_9,Q124_10,Q124_11,Q124_12,Q124_13,Q124_14,Q124_15,Q124_16,Q124_17,Q124_18,Q124_19,Q124_20,Q124_21,Q124_22,Q124_23,Q124_24,Q124_25,Q124_26,Q124_27,Q124_28,Q124_29,Q124_30,Q124_31,Q124_32,Q124_33,Q124_34,Q124_35,Q124_36,Q124_37,Q124_38,Q124_39,Q124_40,Q124_41,Q124_42,Q124_43,Q124_44,Q124_45,Q124_46,Q124_47,Q124_48,Q124_49,Q124_50,Q124_51,Q124_52,Q84,Q85,Q92,Q87,Q127,Last Page
R_2ghS12d9ArzWZk5,Default Response Set,1/17/17 18:09,1/17/17 18:18,,,,,1,0,14,1,0,NP,1,Yes,1,1,30,Female,US Citizen,Bachelor's Degree,Yes,Colorado,Colorado,More than 20,Colorado,1,Development of Native American cultures,Jamestown Settlement,Signing of the Declaration of Independence,Revolutionary War,Abolition of Slavery,Civil War,Industrial Revolution,Suffrage,World War II,Civil Rights Movement,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,5,1,,,,,,,,6,,,,,,,,1,,,,,,,,,,,2,,,3,2,,8,,,1,,,3,,,,,,,10,,,2,,Pennsylvania,Virginia,New York,10,10,8,Kansas,Oklahoma,5,10,10,8,67,New York,1,,,,,,,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_2X7K8y86tqDrSdZ,Default Response Set,1/17/17 18:15,1/17/17 18:31,,,,,1,0,10,1,0,P,1,Yes,1,1,38,Female,american,High school diploma,Yes,Maine,Maine,More than 20,Maine,1,11-Sep,lincon's murder,elvis died,martin luther king giving a speech,first african american president obama,world war 2,assination of kennedy,pluto not being recognized as planet,christopher columbus discovered america,first thanksgiving at plymoth rock,1,France,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,Spain,Marbury v. Madison,1861-1865,1914,19th,1929,Russia,Communism,1969,Saudi Arabia,24,1,,,,,77,,,35,39,,50,,,,,,,,,22,,,25,,,,,,,,59,14,,,,,,,,,,,,,,,95,,,47,California,Texas,Hawaii,83,97,82,Maine,Washington,5,40,30,10,15,Washington,1,,,,,,,,,,,,,,,,,,,,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,,1,1
R_1ettEjCIRSakdam,Default Response Set,1/17/17 18:41,1/17/17 18:51,,,,,1,0,7,1,0,NP,1,Yes,1,1,24,Female,United States,Bachelor's Degree,Yes,Wyoming,Wyoming,6 to 10,Missouri,1,Tea Tax,American Revolution,Bombing of Peal Harbor,Civil War,Abolition of slavery,Start of Vietnam War,Attack on World Trade Center,Suffrage for women and minorities,Bombing of Hiroshima and Nagasaki,Election of Barrack Obama,1,Britain,Tea Act,The Bill of Rights,John Adams,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1914,18th,1929,Russia,Communism,1967,Iraq,2,1,,,3,,80,,,,,,,,,5,,,,,,,80,,,,,4,,,,,,,,,,17,2,,,35,,12,20,,,,,,,,Massachusetts,Texas,Connecticut,75,10,15,Montana,California,1,50,9,25,15,Texas,1,,,,,,,,,,,,,,,,,,,,,,,,,,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming,No,,Somewhat Easy,This survey made me realize that I need to review my history.,1,1
R_1LFMFMTVq7I6uk5,Default Response Set,1/17/17 18:40,1/17/17 18:55,,,,,1,0,13,1,0,NP,1,Yes,1,1,28,Male,United States,Associate's Degree,Yes,Washington,Colorado,16 to 20,Washington,1,Declared independence from England,Constitution written,First colonies founded,Louisiana Purchase,Settlement of the western frontier,Civil War,Participation in WWII,Development of atomic bomb,Vietnam War,September 11 terrorist attacks,1,France,Howe Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,18th,1929,Russia,Communism,1969,Iran,3,1,,0,,,8,,,,,,,,,1,,,2,,,,,,,,,,,,,5,1,,,1,,,,9,,,2,,,,3,,,,,,Massachusetts,New York,Virginia,11,9,9,Wyoming,California,3,11,10,9,67,New Jersey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,,,,,No,,Somewhat Difficult,,1,1
R_DUmcdPfurfF4UJX,Default Response Set,1/17/17 19:06,1/17/17 19:17,,,,,1,0,8,1,0,P,1,Yes,1,1,40,Male,USA,Bachelor's Degree,Yes,Wisconsin,Wisconsin,More than 20,Wisconsin,1,Revolutionary War,Civil War,World War 1,World War 2,Women's right to vote,Civil rights movement,Vietnam war,Korean War,11-Sep,trump president,1,Britain,Stamp Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1919,18th,1929,Russia,Communism,1967,Iran,9,1,,,,,,,,,,9,,2,,,9,,,16,,,,12,,,9,,,11,,,9,,5,,,,,,9,,,,,,,,,,,,New York,Colorado,Hawaii,28,10,17,Iowa,New York,5,15,5,10,65,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Somewhat Difficult,,1,1
R_BRD9YorGvFJkptn,Default Response Set,1/17/17 19:11,1/17/17 19:20,,,,,1,0,6,1,0,P,1,Yes,1,1,30,Female,usa,Associate's Degree,Yes,Minnesota,Wisconsin,11 to 15,Wisconsin,1,World War 1,World War 2,The Holocaust,9/11/2001 Attacks,Fall of Berlin Wall,Americans allowed into Cuba again,Marriage equality passed,"First African American President, Barack Obama","First joke President Elect, Donald Trump",Netflix,1,Britain,Tea Act,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1913,21st,1929,Italy,Communism,1967,Saudi Arabia,31,1,,,15,,41,,,76,,,19,,20,,,,,60,,,,,,,,,,,,39,,,,18,,,,,,,,,,,40,81,,,,,Massachusetts,Virginia,Pennsylvania,51,28,22,North Dakota,Florida,10,40,30,10,10,New York,1,,,,,,,,,,,,,,,,Iowa,,,,,,,,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Somewhat Easy,,1,1
R_24jXuXmAQ4xNtgR,Default Response Set,1/17/17 19:20,1/17/17 19:30,,,,,1,0,15,1,0,P,1,Yes,1,1,35,Male,American,"Advanced Degree (PhD, JD, MD, etc.)",Yes,Wisconsin,Wisconsin,More than 20,Wisconsin,1,Tea Party,Civil War,11-Sep,Pearl Harbor,American Revolution,Civil Rights Act,Emancipation Proclamation,Stamp Act,Japenese Internment Camps,Manifest Destiny,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,32,1,12,,,7,,,30,,,,,,,,1,,,6,,,,6,,,,,,,,,,,,,,,,,15,13,,7,,,,,,,,1,Delaware,Massachusetts,New York,65,25,10,Wyoming,California,12,45,20,10,13,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Somewhat Easy,"Thank, this was one of the more fun and interesting surveys I have participated in as a turker!",1,1
R_4Zq3eoUme3rE2YN,Default Response Set,1/17/17 19:12,1/17/17 19:35,,,,,1,0,9,1,0,P,1,Yes,1,1,21,Male,USA,Other,Yes,Wisconsin,Wisconsin,11 to 15,Florida,1,Decleration of Independents,Abolishing Salary,11-Sep,Pearl Harbor,Louisiana Purchase,Death of Osama bin Laden,Assassination of John F. Kennedy,The American Revolution,Apollo 11,Civil war,1,France,Howe Tariffs,The Bill of Rights,John Adams,Theodore Roosevelt,Spain,Marbury v. Madison,1861-1865,1917,18th,1929,Germany,Communism,1969,Iraq,7,1,,,5,1,9,,,,,3,1,,2,,2,,2,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,Texas,Massachusetts,Florida,11,9,8,Hawaii,Texas,5,10,5,5,75,Texas,1,,,,,,,,,,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Somewhat Difficult,,1,1
R_56bZyXJyOsh1j45,Default Response Set,1/17/17 19:26,1/17/17 19:37,,,,,1,0,11,1,0,P,1,Yes,1,1,25,Female,US,Bachelor's Degree,Yes,Wisconsin,Wisconsin,More than 20,Wisconsin,1,Civil war,Revolutionary war,Loiusiana purchase,Gold rush of 1849,Sept 11th terrorist attacks,Dropping atomic bombs,Moon landing,Cold war,Industrial revolution,World war 2,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Plessy v. Ferguson,1766-1781,1914,19th,1929,Russia,Communism,1969,Kuwait,7,1,10,,,5,,3,,,,,,,,,3,,3,,,,,,,,,,,,,5,,13,,,,3,,,,,,,10,,,,,,,2,Massachusetts,New York,California,25,15,14,Alaska,California,5,28,15,12,40,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Somewhat Difficult,,1,1
R_2BwHjgJ8WKhVa0E,Default Response Set,1/17/17 19:15,1/17/17 19:41,,,,,1,0,6,1,0,NP,1,Yes,1,1,53,Female,USA,High school diploma,Yes,Iowa,Iowa,More than 20,Arizona,1,THE FIRST RAILROAD,COLLEGE OF AMES,IOWA CAUCUSES,GREEN REVOLUTION,JOHN MOTT,CAMP DODGE,UNIVERSITY OF NORTHERN IOWA,AMELIA BLOOMER,SCIENTIFIC FARMING,SCHOOLS,1,Germany,Townshend Tariffs,The Bill of Rights,John Tyler,Herbert Hoover,France,Marbury v. Madison,1861-1865,1914,19th,1930,Italy,Communism,1969,Iraq,2,1,,,,,6,,7,,,,,,,,,7,6,,,,,,,,,,,,,4,,,,10,,9,8,,,,,6,9,,,,,,,,California,Texas,New York,40,30,30,New Hampshire,Florida,20,25,10,30,15,California,1,,,,Arizona,Arkansas,,,,,,,,,,,Iowa,,,,,,,,,,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,,1,1
R_31GjnOCUX55j38N,Default Response Set,1/17/17 19:34,1/17/17 19:45,,,,,1,0,8,1,0,NP,1,Yes,1,1,27,Female,USA,Bachelor's Degree,Yes,Connecticut,Vermont,16 to 20,Vermont,1,Revolutionary War,French and Indian War,Declaration of Independence and Constitution,Civil War,Abolishment of Slavery,Women gain the right to vote,WW11 and nuclear bombs,Cold War,USA as world Superpower,First African American President,1,France,Tea Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1919,20th,1930,Russia,Communism,1967,Iraq,15,1,,,,,,1,9,15,1,,,,,,,,,7,,,,,,11,,7,,,13,,,,,,,1,,3,,,,,,,,,,,,,Massachusetts,Pennsylvania,New York,23,18,19,Alaska,New York,9,20,20,20,31,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennessee,,,Vermont,,,,,,,No,,Somewhat Easy,,1,1
R_1Eg57BDyjftlcsS,Default Response Set,1/17/17 19:30,1/17/17 19:49,,,,,1,0,6,1,0,NP,1,Yes,1,1,28,Female,American,Master's Degree,Yes,Wisconsin,Wisconsin,More than 20,Wisconsin,1,Civil War,WWII,Iraqi War,911,Barak Obama - first black president,Legalization of Recreational Marijuana in Colorado,Signing Declaration of Independence,Great Depression,Stock market crash of 2008,Sandy hook shooting,1,France,Tea Act,The Bill of Rights,John Tyler,Herbert Hoover,England,Plessy v. Ferguson,1766-1781,1914,19th,1929,Italy,Communism,1969,Kuwait,15,1,,,,2,,,,,,,,2,,2,,,,25,,10,20,,4,,,,,,,,,,5,16,,,,,,,,,5,,,,,,,,Massachusetts,Maryland,California,20,20,15,Alaska,California,3,20,20,15,42,Illinois,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Difficult,,1,1
R_1dy6N8EsnYL4Hsu,Default Response Set,1/17/17 19:33,1/17/17 19:53,,,,,1,0,5,1,0,NP,1,Yes,1,1,37,Female,USA,Associate's Degree,Yes,Vermont,Vermont,More than 20,Vermont,1,American revolution,Civil war,JFK assassination,lincoln Assassination,Sept 11th world trade center bombing,J Edgar Hoover presidency,Great depression,Cold war,vietnam,industrial revolution,1,France,Howe Tariffs,The Foundational Values,John Tyler,Theodore Roosevelt,Spain,Marbury v. Madison,1766-1781,1914,21st,1930,Italy,Communism,1969,Kuwait,4,1,,,,,2,2,1,4,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,2,1,3,,,,1,,,,,,,Massachusetts,Virginia,Alabama,7,5,5,Hawaii,New York,3,7,5,5,80,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vermont,,,,,,,No,,Easy,,1,1
R_1N8lh6u3O0Pa6XT,Default Response Set,1/17/17 19:47,1/17/17 19:59,,,,,1,0,7,1,0,P,1,Yes,1,1,27,Female,United States,Bachelor's Degree,Yes,Wisconsin,Wisconsin,More than 20,Arizona,1,Abraham Lincoln being shot,John F Kennedy being shot,The civil War,Women's right to vote,The prohibition of alcohol,Watergate,World War 1 and 2,the great depression,the housing crash of 2008,legalization of gay marriage,1,Britain,Tea Act,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Marbury v. Madison,1766-1781,1917,18th,1929,Italy,Communism,1969,Saudi Arabia,10,1,14,,,,,,,,,,,,,1,1,,,,,,,,2,,,,,5,25,,,61,16,,4,,,,,,,6,,,,,,,,,New York,Maryland,Massachusetts,39,29,63,Hawaii,Florida,10,30,30,10,20,California,1,,,,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Somewhat Difficult,,1,1
R_XEQ4ojBH7U1lz4B,Default Response Set,1/17/17 19:52,1/17/17 20:12,,,,,1,0,12,1,0,P,1,Yes,1,1,20,Female,USA,Bachelor's Degree,Yes,South Carolina,South Carolina,16 to 20,South Carolina,1,Civil Rights Movement (as a whole),Emancipation Proclamation (slavery ended),Womens right to vote granted,Blacks granted right to vote,Civil War,March on Washington,World Wars I and II,Revolutionary War,Obama as first black president,Civil Rights Act,1,France,Howe Tariffs,The Federalist Papers,Alexander Hamilton,Warren G. Harding,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Kuwait,5,1,1,,,1,,,2,,5,,,,,,1,,,,,,,,,,,,,,1,,,5,,,,,,,,,1,,3,,,,,,1,,Massachusetts,Pennsylvania,West Virginia,7,6,5,Alaska,California,5,7,6,5,77,Florida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Carolina,,,,,,,,,,,,No,,Easy,,1,1
R_2fCHL59f9YJzJMs,Default Response Set,1/17/17 19:59,1/17/17 20:14,,,,,1,0,12,1,0,NP,1,Yes,1,1,58,Female,United States,Master's Degree,Yes,Alabama,Alabama,16 to 20,Florida,1,Declaration of Independence from Great Britain,Civil War,Boston Tea Party,Emancipation Proclamation ending slavery,World War 1,World War 2,Vietnam War,Struggle for Civil Rights,Louisiana Purchase and Westward Pioneering,Industrial Revolution,1,Spain,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,18th,1929,Russia,Communism,1969,Iran,9,1,,,,,20,,,,,,,,,,,,7,,,,,,4,,8,,4,10,,,,,,,,,,,1,,,,13,,,30,2,,,,Virginia,Massachusetts,Maryland,30,20,15,Wyoming,New York,8,30,20,15,27,Texas,1,,Alabama,,,,,,,,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_3hmcad5wrMuefFv,Default Response Set,1/17/17 20:04,1/17/17 20:17,,,,,1,0,13,1,0,NP,1,Yes,1,1,36,Female,United States,Bachelor's Degree,Yes,Wisconsin,Wisconsin,More than 20,Wisconsin,1,Signing of the Declaration of Independence,Louisiana Purchase,Civil War,Attack on Pearl Harbor,9/11 attack,War of Independence,Discovery of America,Manhattan Project,JFK assasination,Election of Obama,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,19th,1929,Russia,Communism,1969,Iran,2,1,,,,,,,,,,,,,,,2,,,,5,7,,,2,,,,,3,,6,,,,,6,,,10,,,,,7,,2,,,,,,New York,Pennsylvania,Virginia,10,10,8,Montana,New York,2,10,10,8,70,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Neutral,I'd be curious as to how you would determine what percentage each state has contributed to history.  You would need to come up with a figure for that if you're assuming people will overestimate their states contribution.  It seems rather subjective.,1,1
R_3P6xNYvMmAWG3hn,Default Response Set,1/17/17 20:03,1/17/17 20:19,,,,,1,0,8,1,0,NP,1,Yes,1,1,28,Female,USA,Bachelor's Degree,Yes,Maine,Maine,More than 20,South Carolina,1,The Mayflower/early settlers,The revolution war,the 13 colonies,The declaration of independence,The Louisiana purchase,First man on the moon,The french/indian war,The discovery of electricity,The civil war,The civil rights movements of the 1960s and 1970s,1,France,Tea Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1919,19th,1932,Italy,Communism,1969,Kuwait,24,1,43,,6,,,20,,,,,,,,,,,,,,,,,4,,20,,,,,,,,,,,9,18,,,,,12,,35,,,,,,7,Massachusetts,New York,California,80,46,62,Hawaii,Arizona,0,80,10,10,0,Massachusetts,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhode Island,South Carolina,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_3IZJjyYuL2f11Vn,Default Response Set,1/17/17 20:16,1/17/17 20:24,,,,,1,0,3,1,0,P,1,Yes,1,1,30,Female,US Citizen,Bachelor's Degree,Yes,Wisconsin,Wisconsin,More than 20,Wisconsin,1,Emancipation proclomation,declaration of independence signed,assassination of JFK,Dday,Pearl Harbor,11-Sep,Oklahoma City Bombing,Boston Marathon Bombing,Obama elected first black president,Bay of pigs,1,France,Tea Act,The Unalienable Rights,John Adams,Theodore Roosevelt,England,Plessy v. Ferguson,1766-1781,1914,21st,1929,Italy,Totalitarianism,1967,Kuwait,10,1,8,16,,,,,,,,,,,25,,,,,,,,72,,,,,6,,,,,,,,,,14,,,,13,,,,,13,50,,,,12,Pennsylvania,Massachusetts,Delaware,77,73,56,Hawaii,Florida,4,30,36,15,15,Illinois,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Difficult,,1,1
R_1n1kuSIBih0ivcv,Default Response Set,1/17/17 20:08,1/17/17 20:28,,,,,1,0,13,1,0,P,1,Yes,1,1,51,Female,US,Master's Degree,Yes,Alabama,Alabama,16 to 20,Tennessee,1,The landing of the pilgrims at Plymouth,The signing of the Declaration of Independence,The Revolution,"Washington being asked to be king, but refusing",The writing and adoption of The Constitution in 1787,Lincoln's Gettysburg Address,The Civil Rights Movement,Landing on the Moon,The election of President Ronald Reagan,11-Sep-01,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,20th,1929,Russia,Communism,1969,Iran,27,1,,,,3,,,,,,,,5,,12,,,,4,3,,32,,,,15,,,,16,,,,,,,,,,,,,,,,,29,,10,,,Virginia,Massachusetts,Alabama,50,40,10,Alaska,California,5,30,25,0,40,Texas,1,,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,,,,,,,,,Tennessee,,,,Virginia,,,,,,No,,Somewhat Easy,,1,1
R_vqQiigycmd2tJex,Default Response Set,1/17/17 20:22,1/17/17 20:33,,,,,1,0,10,1,0,NP,1,Yes,1,1,39,Male,USA,Did not compete high school,Yes,Wisconsin,Wisconsin,More than 20,Wisconsin,1,Freeing the slaves,Civil Rights movement,Womens Rights movement,Ending prohibition,The new deal,Ending of WWII,American Industrial Revolution,Vietnam war,JFK Assasination,The affordable care act,1,France,Stamp Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Gibbons v. Odgen,1861-1865,1919,19th,1929,Russia,Communism,1967,Iran,8,1,,,2,,,,6,,,,,,,,1,,,,,,,,4,8,2,,1,,,,,,,,,,,9,,,,,12,,,,3,,,,Massachusetts,New York,Virginia,60,25,15,Montana,Texas,5,15,10,7,63,North Carolina,1,,,,,,,,,,,,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,,,,,,,,,,,,,Wisconsin,,No,,Easy,,1,1
R_2TvdGE3AfGZ39BT,Default Response Set,1/17/17 20:27,1/17/17 20:38,,,,,1,0,10,1,0,P,1,Yes,1,1,21,Female,US Citizen,High school diploma,Yes,Oklahoma,Oklahoma,More than 20,Oklahoma,1,Civil War,World War II,Gulf War,Iraqi War,Independence Day,Korean War,Vietnam War,Cold War,11-Sep,Apollo 11,1,France,Howe Tariffs,The Bill of Rights,William Henry Harrison,Herbert Hoover,France,Dred Scott v. Sanford,1861-1865,1914,19th,1931,Russia,Communism,1969,Iraq,10,1,,,2,,,,31,,,26,,,12,,,,,53,,,,,,,,,,,26,27,,52,,1,,,,,,,,,,,,,,26,,,Virginia,North Carolina,South Carolina,40,24,17,Alaska,Texas,10,30,20,15,25,Georgia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oklahoma,,,,,,,,,,,,,,,,No,,Neutral,,1,1
R_2q8bNc5ZvLwJRme,Default Response Set,1/17/17 20:22,1/17/17 20:42,,,,,1,0,7,1,0,P,1,Yes,1,1,34,Female,LEGAL,High school diploma,Yes,Iowa,Iowa,More than 20,Iowa,1,Freeing the slaves,Vietnam War,Assassination of Lincoln,World War 2,First Black President,The Civil War,Death of Bin Laden,The American Revolution,Attack on Pearl Harbor,Assassination of Kennedy,1,Britain,Tea Act,The Bill of Rights,John Tyler,Herbert Hoover,England,Plessy v. Ferguson,1861-1865,1917,19th,1929,Japan,Communism,1967,Iran,1,1,4,,1,,,,,,,,,,,,,,,,,,,,,6,,,,5,,,,2,,,,,,,5,,5,,3,,,,24,,2,,California,Washington,Louisiana,15,12,9,Iowa,Washington,1,20,15,14,50,California,1,I have not lived in any state for over five years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,I found out I do not remember as much as I thought did from History Class.,1,1
R_1rBawvdylMnt0zd,Default Response Set,1/17/17 20:43,1/17/17 20:58,,,,,1,0,14,1,0,NP,1,Yes,1,1,47,Female,US,Bachelor's Degree,Yes,Alabama,Alabama,More than 20,Alabama,1,Pilgrims and Puritans come to the New World,Revolutionary War,Louisiana Purchase,Civil War,Industrial Revolution,WWI,WWII,Civil Rights movement,Space Race,Computer Age,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,10,1,,,3,,,,4,,,13,,,,,4,,,,,,,5,,8,,,,,,,,,,,8,6,,20,,,,15,,,,,,,,,Virginia,Pennsylvania,New York,34,29,24,Nevada,New York,10,20,18,15,37,New York,1,,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Easy,Very interesting- love US History,1,1
R_3HoXh4fXARaY8Y7,Default Response Set,1/17/17 20:48,1/17/17 21:05,,,,,1,0,7,1,0,P,1,Yes,1,1,33,Female,Citizen,Bachelor's Degree,Yes,Iowa,South Dakota,More than 20,South Dakota,1,Unification,Becomes a republic,Fall of the roman empire,Italian renaissance,Mazzini young italy,Under mouselinni rule,Attempted facissit coup,Charles viii invades,Losing side of WWII and wwI,Founding member of eu,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Plessy v. Ferguson,1766-1781,1914,19th,1931,Italy,Totalitarianism,1967,Saudi Arabia,20,1,,36,10,,,,,,,,,,,,,2,,,69,,,,,,46,10,26,,,,,,,12,,,,,,,,6,,2,,,,,,,West Virginia,Maine,Louisiana,43,25,48,Alaska,Florida,20,20,20,20,20,Florida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Dakota,,,,,,,,,,,No,,Difficult,,1,1
R_3DcOl1nf7IQb1Rf,Default Response Set,1/17/17 20:56,1/17/17 21:07,,,,,1,0,14,1,0,P,1,Yes,1,1,32,Male,usa,Bachelor's Degree,Yes,Wisconsin,Wisconsin,16 to 20,Minnesota,1,Declaration of Independence,Civil War,Revolutionary War,Signing of the Bill of Rights,Louisiana Purchase,Pearl Harbor,Great Depression,Cuban Missile Crisis,Nixon visits China,Cold War,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,2,1,2,2,,2,,,,2,,2,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,2,,,Virginia,New York,Massachusetts,4,3,3,Wyoming,New York,2,4,3,3,88,Florida,1,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,No,,Somewhat Easy,,1,1
